,case,event,time:timestamp,Column_4,role,case:creator
974,grooming,start,2012-11-22 01:52:15+01:00,grooming,121,Fluxicon Disco
975,grooming,complete,2012-11-22 01:54:17+01:00,grooming,121,Fluxicon Disco
976,sleeping,start,2012-11-22 01:55:36+01:00,sleeping,121,Fluxicon Disco
977,sleeping,complete,2012-11-22 10:11:48+01:00,sleeping,121,Fluxicon Disco
978,toilet,start,2012-11-22 10:16:28+01:00,toilet,121,Fluxicon Disco
979,toilet,complete,2012-11-22 10:17:13+01:00,toilet,121,Fluxicon Disco
980,prepareBreakfast,start,2012-11-22 10:19:15+01:00,prepareBreakfast,121,Fluxicon Disco
981,prepareBreakfast,complete,2012-11-22 10:25:45+01:00,prepareBreakfast,121,Fluxicon Disco
982,eatingBreakfast,start,2012-11-22 10:26:15+01:00,eatingBreakfast,121,Fluxicon Disco
983,eatingBreakfast,complete,2012-11-22 10:59:45+01:00,eatingBreakfast,121,Fluxicon Disco
984,snack,start,2012-11-22 11:02:27+01:00,snack,121,Fluxicon Disco
985,snack,complete,2012-11-22 11:10:30+01:00,snack,121,Fluxicon Disco
986,watchingtv,start,2012-11-22 11:11:37+01:00,watchingtv,121,Fluxicon Disco
987,watchingtv,complete,2012-11-22 11:55:53+01:00,watchingtv,121,Fluxicon Disco
988,snack,start,2012-11-22 11:56:06+01:00,snack,121,Fluxicon Disco
989,snack,complete,2012-11-22 12:09:07+01:00,snack,121,Fluxicon Disco
990,washing,start,2012-11-22 12:20:26+01:00,washing,121,Fluxicon Disco
991,washing,complete,2012-11-22 12:31:26+01:00,washing,121,Fluxicon Disco
992,watchingtv,start,2012-11-22 12:38:15+01:00,watchingtv,121,Fluxicon Disco
993,watchingtv,complete,2012-11-22 15:02:23+01:00,watchingtv,121,Fluxicon Disco
994,toilet,start,2012-11-22 15:04:40+01:00,toilet,121,Fluxicon Disco
995,toilet,complete,2012-11-22 15:05:38+01:00,toilet,121,Fluxicon Disco
996,prepareLunch,start,2012-11-22 15:05:51+01:00,prepareLunch,121,Fluxicon Disco
997,prepareLunch,complete,2012-11-22 15:12:19+01:00,prepareLunch,121,Fluxicon Disco
998,eatingLunch,start,2012-11-22 15:12:55+01:00,eatingLunch,121,Fluxicon Disco
999,eatingLunch,complete,2012-11-22 15:26:18+01:00,eatingLunch,121,Fluxicon Disco
1000,watchingtv,start,2012-11-22 15:27:24+01:00,watchingtv,121,Fluxicon Disco
1001,watchingtv,complete,2012-11-22 16:42:52+01:00,watchingtv,121,Fluxicon Disco
1002,snack,start,2012-11-22 16:43:08+01:00,snack,121,Fluxicon Disco
1003,snack,complete,2012-11-22 16:51:54+01:00,snack,121,Fluxicon Disco
1004,watchingtv,start,2012-11-22 16:53:14+01:00,watchingtv,121,Fluxicon Disco
1005,watchingtv,complete,2012-11-22 18:13:12+01:00,watchingtv,121,Fluxicon Disco
1006,snack,start,2012-11-22 18:15:32+01:00,snack,121,Fluxicon Disco
1007,snack,complete,2012-11-22 18:17:25+01:00,snack,121,Fluxicon Disco
1008,watchingtv,start,2012-11-22 18:19:31+01:00,watchingtv,121,Fluxicon Disco
1009,watchingtv,complete,2012-11-22 20:58:18+01:00,watchingtv,121,Fluxicon Disco
1010,washing,start,2012-11-22 21:01:48+01:00,washing,121,Fluxicon Disco
1011,washing,complete,2012-11-22 21:02:43+01:00,washing,121,Fluxicon Disco
1012,toilet,start,2012-11-22 21:05:23+01:00,toilet,121,Fluxicon Disco
1013,toilet,complete,2012-11-22 21:06:10+01:00,toilet,121,Fluxicon Disco
1014,outdoors,start,2012-11-22 21:07:50+01:00,outdoors,121,Fluxicon Disco
1015,outdoors,complete,2012-11-23 00:35:57+01:00,outdoors,121,Fluxicon Disco
1016,End,start,2012-11-23 00:35:57+01:00,End,121,Fluxicon Disco
1017,End,complete,2012-11-23 00:35:57+01:00,End,121,Fluxicon Disco
1018,Start,start,2012-11-23 00:36:00+01:00,Start,131,Fluxicon Disco
1019,Start,complete,2012-11-23 00:36:00+01:00,Start,131,Fluxicon Disco
1020,snack,start,2012-11-23 00:36:00+01:00,snack,131,Fluxicon Disco
1021,snack,complete,2012-11-23 00:41:13+01:00,snack,131,Fluxicon Disco
1022,toilet,start,2012-11-23 00:44:39+01:00,toilet,131,Fluxicon Disco
1023,toilet,complete,2012-11-23 00:45:48+01:00,toilet,131,Fluxicon Disco
1024,washing,start,2012-11-23 00:45:59+01:00,washing,131,Fluxicon Disco
1025,washing,complete,2012-11-23 00:46:37+01:00,washing,131,Fluxicon Disco
1026,grooming,start,2012-11-23 00:46:44+01:00,grooming,131,Fluxicon Disco
1027,grooming,complete,2012-11-23 00:47:16+01:00,grooming,131,Fluxicon Disco
1028,watchingtv,start,2012-11-23 00:48:25+01:00,watchingtv,131,Fluxicon Disco
1029,eatingBreakfast,start,2012-11-23 01:03:00+01:00,eatingBreakfast,131,Fluxicon Disco
1030,watchingtv,complete,2012-11-23 01:32:50+01:00,watchingtv,131,Fluxicon Disco
1031,washing,start,2012-11-23 01:33:17+01:00,washing,131,Fluxicon Disco
1032,washing,complete,2012-11-23 01:33:19+01:00,washing,131,Fluxicon Disco
1033,grooming,start,2012-11-23 01:33:31+01:00,grooming,131,Fluxicon Disco
1034,grooming,complete,2012-11-23 01:33:33+01:00,grooming,131,Fluxicon Disco
1035,sleeping,start,2012-11-23 01:35:25+01:00,sleeping,131,Fluxicon Disco
1036,sleeping,complete,2012-11-23 09:40:23+01:00,sleeping,131,Fluxicon Disco
1037,toilet,start,2012-11-23 09:44:51+01:00,toilet,131,Fluxicon Disco
1038,toilet,complete,2012-11-23 09:48:12+01:00,toilet,131,Fluxicon Disco
1039,prepareBreakfast,start,2012-11-23 09:49:00+01:00,prepareBreakfast,131,Fluxicon Disco
1040,prepareBreakfast,complete,2012-11-23 10:01:57+01:00,prepareBreakfast,131,Fluxicon Disco
1041,eatingBreakfast,complete,2012-11-23 10:28:57+01:00,eatingBreakfast,131,Fluxicon Disco
1042,washing,start,2012-11-23 10:32:29+01:00,washing,131,Fluxicon Disco
1043,washing,complete,2012-11-23 10:47:51+01:00,washing,131,Fluxicon Disco
1044,grooming,start,2012-11-23 10:48:03+01:00,grooming,131,Fluxicon Disco
1045,grooming,complete,2012-11-23 10:48:13+01:00,grooming,131,Fluxicon Disco
1046,washing,start,2012-11-23 10:48:44+01:00,washing,131,Fluxicon Disco
1047,washing,complete,2012-11-23 10:52:01+01:00,washing,131,Fluxicon Disco
1048,grooming,start,2012-11-23 10:52:32+01:00,grooming,131,Fluxicon Disco
1049,grooming,complete,2012-11-23 10:53:42+01:00,grooming,131,Fluxicon Disco
1050,sleeping,start,2012-11-23 10:56:29+01:00,sleeping,131,Fluxicon Disco
1051,sleeping,complete,2012-11-23 12:48:37+01:00,sleeping,131,Fluxicon Disco
1052,snack,start,2012-11-23 12:53:06+01:00,snack,131,Fluxicon Disco
1053,snack,complete,2012-11-23 12:57:33+01:00,snack,131,Fluxicon Disco
1054,grooming,start,2012-11-23 13:03:41+01:00,grooming,131,Fluxicon Disco
1055,grooming,complete,2012-11-23 13:03:49+01:00,grooming,131,Fluxicon Disco
1056,washing,start,2012-11-23 13:03:55+01:00,washing,131,Fluxicon Disco
1057,washing,complete,2012-11-23 13:03:58+01:00,washing,131,Fluxicon Disco
1058,grooming,start,2012-11-23 13:04:13+01:00,grooming,131,Fluxicon Disco
1059,grooming,complete,2012-11-23 13:04:16+01:00,grooming,131,Fluxicon Disco
1060,watchingtv,start,2012-11-23 13:05:06+01:00,watchingtv,131,Fluxicon Disco
1061,watchingtv,complete,2012-11-23 13:57:17+01:00,watchingtv,131,Fluxicon Disco
1062,prepareLunch,start,2012-11-23 14:01:08+01:00,prepareLunch,131,Fluxicon Disco
1063,prepareLunch,complete,2012-11-23 14:20:47+01:00,prepareLunch,131,Fluxicon Disco
1064,eatingLunch,start,2012-11-23 14:23:08+01:00,eatingLunch,131,Fluxicon Disco
1065,eatingLunch,complete,2012-11-23 14:38:47+01:00,eatingLunch,131,Fluxicon Disco
1066,toilet,start,2012-11-23 14:40:32+01:00,toilet,131,Fluxicon Disco
1067,toilet,complete,2012-11-23 14:51:55+01:00,toilet,131,Fluxicon Disco
1068,watchingtv,start,2012-11-23 14:52:02+01:00,watchingtv,131,Fluxicon Disco
1069,watchingtv,complete,2012-11-23 16:50:05+01:00,watchingtv,131,Fluxicon Disco
1070,toilet,start,2012-11-23 16:55:15+01:00,toilet,131,Fluxicon Disco
1071,toilet,complete,2012-11-23 16:56:09+01:00,toilet,131,Fluxicon Disco
1072,snack,start,2012-11-23 16:57:24+01:00,snack,131,Fluxicon Disco
1073,snack,complete,2012-11-23 16:57:43+01:00,snack,131,Fluxicon Disco
1074,watchingtv,start,2012-11-23 17:11:21+01:00,watchingtv,131,Fluxicon Disco
1075,watchingtv,complete,2012-11-23 17:57:13+01:00,watchingtv,131,Fluxicon Disco
1076,snack,start,2012-11-23 17:58:00+01:00,snack,131,Fluxicon Disco
1077,snack,complete,2012-11-23 18:06:38+01:00,snack,131,Fluxicon Disco
1078,watchingtv,start,2012-11-23 18:07:10+01:00,watchingtv,131,Fluxicon Disco
1079,watchingtv,complete,2012-11-23 19:50:24+01:00,watchingtv,131,Fluxicon Disco
1080,outdoors,start,2012-11-23 19:53:25+01:00,outdoors,131,Fluxicon Disco
1081,outdoors,complete,2012-11-23 22:03:51+01:00,outdoors,131,Fluxicon Disco
1082,toilet,start,2012-11-23 22:07:51+01:00,toilet,131,Fluxicon Disco
1083,toilet,complete,2012-11-23 22:16:54+01:00,toilet,131,Fluxicon Disco
1084,watchingtv,start,2012-11-23 22:17:38+01:00,watchingtv,131,Fluxicon Disco
1085,watchingtv,complete,2012-11-24 00:26:22+01:00,watchingtv,131,Fluxicon Disco
1086,End,start,2012-11-24 00:26:22+01:00,End,131,Fluxicon Disco
1087,End,complete,2012-11-24 00:26:22+01:00,End,131,Fluxicon Disco
1088,Start,start,2012-11-26 01:31:36+01:00,Start,161,Fluxicon Disco
1089,Start,complete,2012-11-26 01:31:36+01:00,Start,161,Fluxicon Disco
1090,toilet,start,2012-11-26 01:31:36+01:00,toilet,161,Fluxicon Disco
1091,toilet,complete,2012-11-26 01:31:59+01:00,toilet,161,Fluxicon Disco
1092,sleeping,start,2012-11-26 01:33:41+01:00,sleeping,161,Fluxicon Disco
1093,sleeping,complete,2012-11-26 08:50:03+01:00,sleeping,161,Fluxicon Disco
1094,toilet,start,2012-11-26 08:55:00+01:00,toilet,161,Fluxicon Disco
1095,toilet,complete,2012-11-26 08:55:18+01:00,toilet,161,Fluxicon Disco
1096,sleeping,start,2012-11-26 08:56:43+01:00,sleeping,161,Fluxicon Disco
1097,eatingBreakfast,start,2012-11-26 09:06:12+01:00,eatingBreakfast,161,Fluxicon Disco
1098,sleeping,complete,2012-11-26 09:43:41+01:00,sleeping,161,Fluxicon Disco
1099,toilet,start,2012-11-26 09:50:26+01:00,toilet,161,Fluxicon Disco
1100,toilet,complete,2012-11-26 09:54:58+01:00,toilet,161,Fluxicon Disco
1101,prepareBreakfast,start,2012-11-26 09:57:12+01:00,prepareBreakfast,161,Fluxicon Disco
1102,prepareBreakfast,complete,2012-11-26 10:05:28+01:00,prepareBreakfast,161,Fluxicon Disco
1103,eatingBreakfast,complete,2012-11-26 10:37:28+01:00,eatingBreakfast,161,Fluxicon Disco
1104,shower,start,2012-11-26 10:42:45+01:00,shower,161,Fluxicon Disco
1105,shower,complete,2012-11-26 10:48:59+01:00,shower,161,Fluxicon Disco
1106,washing,start,2012-11-26 10:52:49+01:00,washing,161,Fluxicon Disco
1107,washing,complete,2012-11-26 11:01:49+01:00,washing,161,Fluxicon Disco
1108,grooming,start,2012-11-26 11:06:42+01:00,grooming,161,Fluxicon Disco
1109,grooming,complete,2012-11-26 11:08:38+01:00,grooming,161,Fluxicon Disco
1110,washing,start,2012-11-26 11:11:42+01:00,washing,161,Fluxicon Disco
1111,washing,complete,2012-11-26 11:15:18+01:00,washing,161,Fluxicon Disco
1112,toilet,start,2012-11-26 11:15:46+01:00,toilet,161,Fluxicon Disco
1113,toilet,complete,2012-11-26 11:28:57+01:00,toilet,161,Fluxicon Disco
1114,outdoors,start,2012-11-26 11:34:02+01:00,outdoors,161,Fluxicon Disco
1115,outdoors,complete,2012-11-26 12:03:30+01:00,outdoors,161,Fluxicon Disco
1116,watchingtv,start,2012-11-26 12:04:01+01:00,watchingtv,161,Fluxicon Disco
1117,watchingtv,complete,2012-11-26 12:51:45+01:00,watchingtv,161,Fluxicon Disco
1118,outdoors,start,2012-11-26 12:52:02+01:00,outdoors,161,Fluxicon Disco
1119,outdoors,complete,2012-11-26 18:54:57+01:00,outdoors,161,Fluxicon Disco
1120,toilet,start,2012-11-26 19:00:25+01:00,toilet,161,Fluxicon Disco
1121,toilet,complete,2012-11-26 19:08:51+01:00,toilet,161,Fluxicon Disco
1122,watchingtv,start,2012-11-26 19:09:02+01:00,watchingtv,161,Fluxicon Disco
1123,watchingtv,complete,2012-11-26 21:14:45+01:00,watchingtv,161,Fluxicon Disco
1124,outdoors,start,2012-11-26 21:17:39+01:00,outdoors,161,Fluxicon Disco
1125,outdoors,complete,2012-11-27 01:33:32+01:00,outdoors,161,Fluxicon Disco
1126,End,start,2012-11-27 01:33:32+01:00,End,161,Fluxicon Disco
1127,End,complete,2012-11-27 01:33:32+01:00,End,161,Fluxicon Disco
1128,Start,start,2012-11-27 01:37:03+01:00,Start,171,Fluxicon Disco
1129,Start,complete,2012-11-27 01:37:03+01:00,Start,171,Fluxicon Disco
1130,washing,start,2012-11-27 01:37:03+01:00,washing,171,Fluxicon Disco
1131,washing,complete,2012-11-27 01:38:03+01:00,washing,171,Fluxicon Disco
1132,toilet,start,2012-11-27 01:41:56+01:00,toilet,171,Fluxicon Disco
1133,washing,start,2012-11-27 01:42:11+01:00,washing,171,Fluxicon Disco
1134,toilet,complete,2012-11-27 01:43:01+01:00,toilet,171,Fluxicon Disco
1135,washing,complete,2012-11-27 01:43:12+01:00,washing,171,Fluxicon Disco
1136,sleeping,start,2012-11-27 01:43:31+01:00,sleeping,171,Fluxicon Disco
1137,sleeping,complete,2012-11-27 10:12:45+01:00,sleeping,171,Fluxicon Disco
1138,toilet,start,2012-11-27 10:18:13+01:00,toilet,171,Fluxicon Disco
1139,toilet,complete,2012-11-27 10:19:39+01:00,toilet,171,Fluxicon Disco
1140,prepareBreakfast,start,2012-11-27 10:20:26+01:00,prepareBreakfast,171,Fluxicon Disco
1141,prepareBreakfast,complete,2012-11-27 10:30:43+01:00,prepareBreakfast,171,Fluxicon Disco
1142,eatingBreakfast,start,2012-11-27 10:30:50+01:00,eatingBreakfast,171,Fluxicon Disco
1143,eatingBreakfast,complete,2012-11-27 10:44:43+01:00,eatingBreakfast,171,Fluxicon Disco
1144,watchingtv,start,2012-11-27 10:46:02+01:00,watchingtv,171,Fluxicon Disco
1145,watchingtv,complete,2012-11-27 11:49:25+01:00,watchingtv,171,Fluxicon Disco
1146,washing,start,2012-11-27 11:53:17+01:00,washing,171,Fluxicon Disco
1147,washing,complete,2012-11-27 11:53:20+01:00,washing,171,Fluxicon Disco
1148,grooming,start,2012-11-27 11:53:55+01:00,grooming,171,Fluxicon Disco
1149,grooming,complete,2012-11-27 11:53:58+01:00,grooming,171,Fluxicon Disco
1150,snack,start,2012-11-27 11:54:15+01:00,snack,171,Fluxicon Disco
1151,snack,complete,2012-11-27 11:54:59+01:00,snack,171,Fluxicon Disco
1152,watchingtv,start,2012-11-27 11:58:46+01:00,watchingtv,171,Fluxicon Disco
1153,watchingtv,complete,2012-11-27 12:24:44+01:00,watchingtv,171,Fluxicon Disco
1154,toilet,start,2012-11-27 12:25:07+01:00,toilet,171,Fluxicon Disco
1155,watchingtv,start,2012-11-27 12:26:04+01:00,watchingtv,171,Fluxicon Disco
1156,toilet,complete,2012-11-27 12:26:39+01:00,toilet,171,Fluxicon Disco
1157,watchingtv,complete,2012-11-27 13:27:19+01:00,watchingtv,171,Fluxicon Disco
1158,washing,start,2012-11-27 13:32:22+01:00,washing,171,Fluxicon Disco
1159,washing,complete,2012-11-27 13:40:44+01:00,washing,171,Fluxicon Disco
1160,shower,start,2012-11-27 13:41:52+01:00,shower,171,Fluxicon Disco
1161,shower,complete,2012-11-27 13:53:52+01:00,shower,171,Fluxicon Disco
1162,washing,start,2012-11-27 13:54:28+01:00,washing,171,Fluxicon Disco
1163,washing,complete,2012-11-27 13:54:58+01:00,washing,171,Fluxicon Disco
1164,grooming,start,2012-11-27 13:57:14+01:00,grooming,171,Fluxicon Disco
1165,grooming,complete,2012-11-27 14:03:59+01:00,grooming,171,Fluxicon Disco
1166,watchingtv,start,2012-11-27 14:10:54+01:00,watchingtv,171,Fluxicon Disco
1167,watchingtv,complete,2012-11-27 14:37:12+01:00,watchingtv,171,Fluxicon Disco
1168,outdoors,start,2012-11-27 14:38:03+01:00,outdoors,171,Fluxicon Disco
1169,outdoors,complete,2012-11-27 16:20:55+01:00,outdoors,171,Fluxicon Disco
1170,watchingtv,start,2012-11-27 16:22:05+01:00,watchingtv,171,Fluxicon Disco
1171,watchingtv,complete,2012-11-27 19:44:51+01:00,watchingtv,171,Fluxicon Disco
1172,snack,start,2012-11-27 19:46:15+01:00,snack,171,Fluxicon Disco
1173,snack,complete,2012-11-27 19:46:56+01:00,snack,171,Fluxicon Disco
1174,watchingtv,start,2012-11-27 19:47:07+01:00,watchingtv,171,Fluxicon Disco
1175,watchingtv,complete,2012-11-27 21:00:48+01:00,watchingtv,171,Fluxicon Disco
1176,grooming,start,2012-11-27 21:01:18+01:00,grooming,171,Fluxicon Disco
1177,grooming,complete,2012-11-27 21:01:21+01:00,grooming,171,Fluxicon Disco
1178,washing,start,2012-11-27 21:01:28+01:00,washing,171,Fluxicon Disco
1179,washing,complete,2012-11-27 21:02:23+01:00,washing,171,Fluxicon Disco
1180,toilet,start,2012-11-27 21:04:27+01:00,toilet,171,Fluxicon Disco
1181,toilet,complete,2012-11-27 21:05:21+01:00,toilet,171,Fluxicon Disco
1182,washing,start,2012-11-27 21:06:28+01:00,washing,171,Fluxicon Disco
1183,washing,complete,2012-11-27 21:06:51+01:00,washing,171,Fluxicon Disco
1184,grooming,start,2012-11-27 21:09:55+01:00,grooming,171,Fluxicon Disco
1185,grooming,complete,2012-11-27 21:11:55+01:00,grooming,171,Fluxicon Disco
1186,outdoors,start,2012-11-27 21:12:02+01:00,outdoors,171,Fluxicon Disco
1187,outdoors,complete,2012-11-28 01:40:26+01:00,outdoors,171,Fluxicon Disco
1188,End,start,2012-11-28 01:40:26+01:00,End,171,Fluxicon Disco
1189,End,complete,2012-11-28 01:40:26+01:00,End,171,Fluxicon Disco
1190,Start,start,2012-11-28 01:41:37+01:00,Start,181,Fluxicon Disco
1191,Start,complete,2012-11-28 01:41:37+01:00,Start,181,Fluxicon Disco
1192,grooming,start,2012-11-28 01:41:37+01:00,grooming,181,Fluxicon Disco
1193,grooming,complete,2012-11-28 01:41:39+01:00,grooming,181,Fluxicon Disco
1194,washing,start,2012-11-28 01:41:47+01:00,washing,181,Fluxicon Disco
1195,washing,complete,2012-11-28 01:42:22+01:00,washing,181,Fluxicon Disco
1196,grooming,start,2012-11-28 01:43:50+01:00,grooming,181,Fluxicon Disco
1197,grooming,complete,2012-11-28 01:44:27+01:00,grooming,181,Fluxicon Disco
1198,toilet,start,2012-11-28 01:49:31+01:00,toilet,181,Fluxicon Disco
1199,toilet,complete,2012-11-28 01:50:35+01:00,toilet,181,Fluxicon Disco
1200,sleeping,start,2012-11-28 01:51:53+01:00,sleeping,181,Fluxicon Disco
1201,sleeping,complete,2012-11-28 09:16:06+01:00,sleeping,181,Fluxicon Disco
1202,toilet,start,2012-11-28 09:23:58+01:00,toilet,181,Fluxicon Disco
1203,toilet,complete,2012-11-28 09:26:36+01:00,toilet,181,Fluxicon Disco
1204,prepareBreakfast,start,2012-11-28 09:27:15+01:00,prepareBreakfast,181,Fluxicon Disco
1205,prepareBreakfast,complete,2012-11-28 09:33:52+01:00,prepareBreakfast,181,Fluxicon Disco
1206,eatingBreakfast,start,2012-11-28 09:34:15+01:00,eatingBreakfast,181,Fluxicon Disco
1207,eatingBreakfast,complete,2012-11-28 09:44:52+01:00,eatingBreakfast,181,Fluxicon Disco
1208,grooming,start,2012-11-28 09:46:01+01:00,grooming,181,Fluxicon Disco
1209,grooming,complete,2012-11-28 09:46:03+01:00,grooming,181,Fluxicon Disco
1210,washing,start,2012-11-28 09:46:42+01:00,washing,181,Fluxicon Disco
1211,washing,complete,2012-11-28 09:46:45+01:00,washing,181,Fluxicon Disco
1212,grooming,start,2012-11-28 09:49:02+01:00,grooming,181,Fluxicon Disco
1213,grooming,complete,2012-11-28 09:49:29+01:00,grooming,181,Fluxicon Disco
1214,washing,start,2012-11-28 09:50:15+01:00,washing,181,Fluxicon Disco
1215,washing,complete,2012-11-28 09:56:08+01:00,washing,181,Fluxicon Disco
1216,toilet,start,2012-11-28 10:00:30+01:00,toilet,181,Fluxicon Disco
1217,toilet,complete,2012-11-28 10:01:47+01:00,toilet,181,Fluxicon Disco
1218,washing,start,2012-11-28 10:04:24+01:00,washing,181,Fluxicon Disco
1219,washing,complete,2012-11-28 10:05:38+01:00,washing,181,Fluxicon Disco
1220,grooming,start,2012-11-28 10:13:36+01:00,grooming,181,Fluxicon Disco
1221,grooming,complete,2012-11-28 10:28:31+01:00,grooming,181,Fluxicon Disco
1222,watchingtv,start,2012-11-28 10:33:22+01:00,watchingtv,181,Fluxicon Disco
1223,watchingtv,complete,2012-11-28 11:03:14+01:00,watchingtv,181,Fluxicon Disco
1224,outdoors,start,2012-11-28 11:04:16+01:00,outdoors,181,Fluxicon Disco
1225,outdoors,complete,2012-11-28 12:27:45+01:00,outdoors,181,Fluxicon Disco
1226,snack,start,2012-11-28 12:28:02+01:00,snack,181,Fluxicon Disco
1227,snack,complete,2012-11-28 12:57:42+01:00,snack,181,Fluxicon Disco
1228,watchingtv,start,2012-11-28 12:58:09+01:00,watchingtv,181,Fluxicon Disco
1229,watchingtv,complete,2012-11-28 13:14:22+01:00,watchingtv,181,Fluxicon Disco
1230,snack,start,2012-11-28 13:16:33+01:00,snack,181,Fluxicon Disco
1231,snack,complete,2012-11-28 13:38:45+01:00,snack,181,Fluxicon Disco
1232,watchingtv,start,2012-11-28 13:54:07+01:00,watchingtv,181,Fluxicon Disco
1233,watchingtv,complete,2012-11-28 14:23:11+01:00,watchingtv,181,Fluxicon Disco
1234,toilet,start,2012-11-28 14:24:04+01:00,toilet,181,Fluxicon Disco
1235,washing,start,2012-11-28 14:24:17+01:00,washing,181,Fluxicon Disco
1236,washing,complete,2012-11-28 14:24:28+01:00,washing,181,Fluxicon Disco
1237,toilet,start,2012-11-28 14:24:51+01:00,toilet,181,Fluxicon Disco
1238,toilet,complete,2012-11-28 14:24:53+01:00,toilet,181,Fluxicon Disco
1239,toilet,complete,2012-11-28 14:25:06+01:00,toilet,181,Fluxicon Disco
1240,grooming,start,2012-11-28 14:25:34+01:00,grooming,181,Fluxicon Disco
1241,grooming,complete,2012-11-28 14:25:38+01:00,grooming,181,Fluxicon Disco
1242,washing,start,2012-11-28 14:25:46+01:00,washing,181,Fluxicon Disco
1243,washing,complete,2012-11-28 14:26:28+01:00,washing,181,Fluxicon Disco
1244,outdoors,start,2012-11-28 14:28:03+01:00,outdoors,181,Fluxicon Disco
1245,outdoors,complete,2012-11-28 14:28:08+01:00,outdoors,181,Fluxicon Disco
1246,watchingtv,start,2012-11-28 16:05:29+01:00,watchingtv,181,Fluxicon Disco
1247,watchingtv,complete,2012-11-28 17:38:16+01:00,watchingtv,181,Fluxicon Disco
1248,toilet,start,2012-11-28 17:40:24+01:00,toilet,181,Fluxicon Disco
1249,toilet,complete,2012-11-28 17:45:35+01:00,toilet,181,Fluxicon Disco
1250,watchingtv,start,2012-11-28 17:55:02+01:00,watchingtv,181,Fluxicon Disco
1251,watchingtv,complete,2012-11-28 19:29:05+01:00,watchingtv,181,Fluxicon Disco
1252,snack,start,2012-11-28 19:30:08+01:00,snack,181,Fluxicon Disco
1253,snack,complete,2012-11-28 19:45:20+01:00,snack,181,Fluxicon Disco
1254,outdoors,start,2012-11-28 19:48:19+01:00,outdoors,181,Fluxicon Disco
1255,outdoors,complete,2012-11-28 22:14:34+01:00,outdoors,181,Fluxicon Disco
1256,eatingDinner,start,2012-11-28 22:15:02+01:00,eatingDinner,181,Fluxicon Disco
1257,eatingDinner,complete,2012-11-28 22:18:43+01:00,eatingDinner,181,Fluxicon Disco
1258,watchingtv,start,2012-11-28 22:19:00+01:00,watchingtv,181,Fluxicon Disco
1259,watchingtv,complete,2012-11-28 23:48:40+01:00,watchingtv,181,Fluxicon Disco
1260,toilet,start,2012-11-28 23:54:55+01:00,toilet,181,Fluxicon Disco
1261,toilet,complete,2012-11-28 23:55:37+01:00,toilet,181,Fluxicon Disco
1262,washing,start,2012-11-28 23:55:40+01:00,washing,181,Fluxicon Disco
1263,washing,complete,2012-11-28 23:56:16+01:00,washing,181,Fluxicon Disco
1264,grooming,start,2012-11-28 23:56:39+01:00,grooming,181,Fluxicon Disco
1265,grooming,complete,2012-11-28 23:58:19+01:00,grooming,181,Fluxicon Disco
1266,washing,start,2012-11-28 23:58:28+01:00,washing,181,Fluxicon Disco
1267,washing,complete,2012-11-29 00:00:03+01:00,washing,181,Fluxicon Disco
1268,End,start,2012-11-29 00:00:03+01:00,End,181,Fluxicon Disco
1269,End,complete,2012-11-29 00:00:03+01:00,End,181,Fluxicon Disco
1270,Start,start,2012-11-29 00:00:33+01:00,Start,191,Fluxicon Disco
1271,Start,complete,2012-11-29 00:00:33+01:00,Start,191,Fluxicon Disco
1272,sleeping,start,2012-11-29 00:00:33+01:00,sleeping,191,Fluxicon Disco
1273,sleeping,complete,2012-11-29 00:58:22+01:00,sleeping,191,Fluxicon Disco
1274,grooming,start,2012-11-29 00:58:41+01:00,grooming,191,Fluxicon Disco
1275,grooming,complete,2012-11-29 00:58:45+01:00,grooming,191,Fluxicon Disco
1276,washing,start,2012-11-29 00:58:46+01:00,washing,191,Fluxicon Disco
1277,washing,complete,2012-11-29 00:59:04+01:00,washing,191,Fluxicon Disco
1278,sleeping,start,2012-11-29 00:59:49+01:00,sleeping,191,Fluxicon Disco
1279,sleeping,complete,2012-11-29 09:36:33+01:00,sleeping,191,Fluxicon Disco
1280,prepareBreakfast,start,2012-11-29 09:38:03+01:00,prepareBreakfast,191,Fluxicon Disco
1281,prepareBreakfast,complete,2012-11-29 09:41:18+01:00,prepareBreakfast,191,Fluxicon Disco
1282,eatingBreakfast,start,2012-11-29 09:42:03+01:00,eatingBreakfast,191,Fluxicon Disco
1283,eatingBreakfast,complete,2012-11-29 09:49:18+01:00,eatingBreakfast,191,Fluxicon Disco
1284,toilet,start,2012-11-29 09:50:32+01:00,toilet,191,Fluxicon Disco
1285,toilet,complete,2012-11-29 10:02:29+01:00,toilet,191,Fluxicon Disco
1286,washing,start,2012-11-29 10:04:10+01:00,washing,191,Fluxicon Disco
1287,washing,complete,2012-11-29 10:04:34+01:00,washing,191,Fluxicon Disco
1288,grooming,start,2012-11-29 10:04:46+01:00,grooming,191,Fluxicon Disco
1289,grooming,complete,2012-11-29 10:05:31+01:00,grooming,191,Fluxicon Disco
1290,washing,start,2012-11-29 10:05:54+01:00,washing,191,Fluxicon Disco
1291,washing,complete,2012-11-29 10:06:36+01:00,washing,191,Fluxicon Disco
1292,grooming,start,2012-11-29 10:07:42+01:00,grooming,191,Fluxicon Disco
1293,grooming,complete,2012-11-29 10:14:51+01:00,grooming,191,Fluxicon Disco
1294,washing,start,2012-11-29 10:15:12+01:00,washing,191,Fluxicon Disco
